Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15
ADH1B	0.0005408699507825077	6.226762707228772e-06	1.1330763527439558e-06	0.00045565961045213044	1.7232149502888205e-06	2.9855897309971624e-07	9.126553663918457e-07	4.711899066478509e-07	1.5950024589983514e-06	1.3901733098009572e-07	5.1661095312738325e-06	6.753060688424739e-07	5.5161574863404894e-08	1.326445016047728e-07	6.957252480788156e-07
ADI1	0.00026974701904691756	0.00019954421441070735	0.00038720606244169176	0.0006910294760018587	0.00010074552847072482	0.001302483375184238	0.0004457075847312808	0.00030318053904920816	0.0004963473184034228	0.0007003662176430225	0.0002422168618068099	0.0002702407364267856	0.0006627100519835949	0.00012196409079479054	0.0007004862418398261
ADIPOR1	0.00013847136870026588	0.00022788414207752794	0.0006112293340265751	0.000322326784953475	0.0005426045972853899	0.0018583519849926233	0.0003779097751248628	0.0005412164027802646	0.0006312195328064263	0.0006391851929947734	0.0004016139137092978	0.0002771960571408272	0.0010227321181446314	0.00020205492910463363	0.0010254379594698548
ADIRF	0.0003704036062117666	1.8994924175785854e-05	3.076878329011379e-06	0.003104782197624445	6.817974281148054e-06	7.650835323147476e-05	3.841477337118704e-06	2.3909838091640268e-06	4.164565780229168e-06	5.1834649639204144e-06	3.82063262804877e-06	1.0665842637536116e-05	0.0007225770968943834	0.0005824536783620715	8.615154911240097e-06
ADK	0.0002087846223730594	0.0001283770689042285	0.00037937064189463854	0.0001466730172978714	0.00036131087108515203	0.00015922774036880583	0.00021306023700162768	0.00010603076225379482	0.0006022374727763236	0.00019607634749263525	0.0009698825888335705	0.000222675473196432	0.0004429653927218169	4.4312582758720964e-05	9.129862155532464e-05
ADM5	3.5852659152624256e-07	1.073849489330314e-06	7.386793754449172e-07	1.0962868145725224e-05	3.4666900319280103e-06	9.783394489204511e-06	1.308458831772441e-05	2.1055852812423836e-06	8.44681835587835e-06	9.580370715411846e-06	1.747029455145821e-05	2.7490646061778534e-06	4.3401512812124565e-05	0.0005946293822489679	3.6259089029044844e-06
ADORA3	1.227071777520905e-07	8.441724617114232e-07	2.11772714919789e-07	4.829933004657505e-07	9.991197913450378e-08	5.657248181023533e-08	4.239125530602905e-07	0.0011704462813213468	5.9284289477545826e-08	1.8649642470336403e-06	9.58998384703591e-07	1.5137804439291358e-05	1.038761521243714e-08	6.97413179295836e-06	3.5526770147953357e-07
ADRA2A	0.0006641704821959138	0.0004957806086167693	2.5679821646917844e-07	0.0005310099222697318	6.711493938382773e-07	1.3650395658260095e-06	0.00010211629705736414	5.032874810240173e-07	1.742397017778785e-07	1.2836424502893351e-05	6.400586016752641e-07	1.423401954525616e-05	0.00014090565673541278	2.3112242786282877e-07	1.5915491076157195e-06
ADRB2	4.146697847318137e-07	3.020232952621882e-07	3.174883022438735e-05	1.1428303878346924e-05	0.0015835320809856057	7.655442459508777e-06	0.0024598748423159122	8.975192031357437e-05	0.00012779398821294308	5.6167569709941745e-05	0.00016064863302744925	0.0007956000044941902	6.6722318479151e-06	0.00013503294030670077	0.0001153769699158147
AEBP1	0.0005818334175273776	0.002311806660145521	2.4242981453426182e-06	2.9035432817181572e-05	3.113256525466568e-06	9.944576504494762e-07	3.348256723256782e-05	1.9112007976218592e-06	2.1155781269044382e-06	3.740619376912946e-06	6.389688678609673e-06	2.8210458822286455e-06	1.3131351579431794e-06	9.640370990382507e-06	5.972458893666044e-06
AES	0.00037999526830390096	0.0004218606336507946	0.000745866447687149	0.00028228157316334546	0.0010859844041988254	0.00015681848162785172	0.0002862387627828866	0.00023043564578983933	0.001688653603196144	0.0003152772260364145	0.0004398260498419404	0.00016426255751866847	0.0003579921612981707	0.0004403642669785768	9.9118311482016e-05
AFAP1L1	1.7464535631006584e-05	1.137636172643397e-05	1.6260536028767092e-07	3.835660027107224e-05	2.1056256116480654e-07	1.07334462882136e-05	1.0270226766806445e-06	5.894043624721235e-06	1.5403941233671503e-07	3.943056526622968e-06	2.8828429776694975e-07	9.398512474945164e-07	1.017127829072706e-06	0.0016497098840773106	6.869567187095527e-06
AFAP1L2	0.0005771811120212078	0.0001256308169104159	0.00046525345533154905	0.00047504433314315975	0.0004906640388071537	7.756256309221499e-06	1.2955464399055927e-06	1.3392908840614837e-05	3.38364188792184e-05	1.7242175090359524e-05	6.0439797380240634e-05	1.9387712200114038e-06	4.4381908082868904e-05	0.00034996765316464007	1.4295130768005038e-06
AFF3	8.801423064142e-06	1.7800857676775195e-05	1.7353257817376289e-06	2.161025804525707e-05	6.873270649521146e-06	2.0781340936082415e-05	0.00023440721270162612	6.537881290569203e-06	5.363472882891074e-05	4.433610229170881e-06	0.0009064538171514869	0.00018989955424331129	0.0020352667197585106	1.4474884665105492e-05	1.3625881365442183e-06
AGR2	6.487657174147898e-06	6.267409276006219e-07	4.441384589881636e-06	4.6633968509013357e-07	1.6675494407536462e-06	6.62811453366885e-06	4.86202964111726e-07	7.674769221921451e-06	1.6750578652136028e-05	1.481641720602056e-05	7.255911896209e-06	2.2493359210784547e-06	0.0006061111344024539	6.581823299711687e-07	3.676826452192472e-07
AGTRAP	0.00013483835209626704	0.000235182887990959	0.000711594708263874	0.00012842239812016487	0.001310638734139502	0.00043197983177378774	0.00018205662490800023	0.0006024111644364893	0.0003184637753292918	0.0003469151852186769	0.0001326073834206909	0.0009254333563148975	0.000278701278148219	0.00020131270866841078	5.611676533590071e-05
AHCY	0.00010114657925441861	0.00017198448767885566	0.00011060704855481163	0.0003640168288256973	6.106060754973441e-05	0.0017326184315606952	0.00036781298695132136	0.00027179240714758635	0.00022767014161217958	0.0007564629195258021	0.00025655230274423957	0.00010253112850477919	0.0003268757718615234	9.15478085516952e-05	0.00023515193606726825
AHNAK	0.0008297014283016324	0.0011368038831278682	0.0004328862705733627	0.0006135297589935362	0.0016267264727503061	9.633546869736165e-05	0.0005002273246645927	0.000324345106491819	0.0009727334836497903	8.793579036137089e-05	0.00021831999765709043	0.00101461133453995	0.0009647789411246777	0.0007692505023442209	0.00010251335334032774
AHNAK2	0.000252256024396047	0.0011582592269405723	1.081683535630873e-06	2.7536445486475714e-05	1.9785400127148023e-06	2.1129835658939555e-05	2.5644309062045068e-05	1.9245459043304436e-05	9.284394764108583e-07	7.593353075208142e-05	1.7914787804329535e-06	5.99901431996841e-05	5.5158081522677094e-05	0.00017469265731051564	2.2827073280495824e-06
AHR	0.00047087058192119	0.00022856406576465815	0.00039788102731108665	0.00023918889928609133	0.0003416708786971867	1.71056053659413e-05	0.0002936915261670947	0.0004663954896386713	0.0001744404435157776	5.4771815484855324e-05	9.75220391410403e-05	0.0020603949669748545	4.450036067282781e-05	0.0005296101444400847	6.8639719756902196e-06
AIF1	3.6231114108886686e-07	4.513345174927963e-06	3.947713412344456e-05	1.4626720030719298e-06	1.4542783901561052e-05	3.0818598588666646e-06	7.138994260458276e-05	0.0028998362831771374	5.6541251979069784e-05	7.797523721819744e-06	2.7826117730000988e-05	0.001003752462565899	5.551653998736583e-07	1.7876060383059666e-06	3.905585799657274e-06
AIF1L	7.401731181744253e-06	2.4116729946399573e-06	2.7732386342904647e-07	0.00015680509386584163	2.1704185826365574e-07	0.000403127953177318	2.2199317299964605e-06	2.2826734493719414e-06	5.121756885273498e-07	0.0004898022743873298	1.2116464631617418e-06	6.2136568885762244e-06	0.00013227263116277754	0.0007497099577449262	5.120084824739024e-05
AIM2	1.2474639561332879e-06	1.0579382433206774e-05	0.00030366177088581026	1.5232571968226694e-06	5.29000062670093e-05	3.7611321204167325e-06	6.7651571953319944e-06	0.00014950924378354102	0.00013376590504776686	5.796564437332563e-06	0.0014429267030209303	4.7276465920731425e-05	7.854184502775752e-08	2.9566926968982443e-05	0.00012618381879292428
AK2	0.00018067879136651754	0.00023000796500127763	0.000603144580963999	0.0002661643084138632	0.00034620327642187476	0.0011688406812027097	0.0002447303559165448	0.0003098973829764873	0.00033795309718698263	0.0010165715357288718	0.00034249250893481076	0.0002603394677862525	0.0006750323809683323	0.0003073978878092021	0.0002782488882075995
AKAP12	0.001140767359174788	0.0006941629690118134	7.376095823019568e-07	0.0004093563184142113	7.682812793063931e-06	4.1064067772822455e-06	0.0002754241868387908	2.7706912533176364e-06	3.889766503561987e-06	1.815501309465617e-05	9.125854376179632e-06	3.45117696269881e-05	2.7536032121133758e-06	8.291396079584956e-05	4.614899808075279e-06
AKAP13	0.0004391321272123605	0.0005590456421487033	0.0010459122713655233	0.00019142738892696798	0.0013036696473136544	0.0001271431247005239	0.0010419440222904086	0.00036789182922802866	0.0008402829989790916	0.00012113921548007056	0.0006028917850926518	0.0010648805182427168	0.00024252042931038886	0.0004740676376968622	0.00017547300376463681
AKAP2	1.320139563176781e-05	3.889334402629174e-05	0.00025052603450603783	4.364270353107713e-05	0.00012310626334510744	4.047510810778476e-05	0.0007830909453332424	5.474465069710277e-05	4.4150638132123277e-05	6.38959973002784e-05	0.0008850115118548274	0.00038153279456309974	2.2101570721133612e-05	0.00032022062805481255	0.0004121987731195986
AKAP5	1.69845907294075e-06	1.6497242540935986e-05	0.0014422087697312236	2.7423254778113915e-06	0.0002167911152355373	7.530124094046187e-06	0.0003354304062668234	1.1512706805660855e-05	5.7573347476136405e-06	6.975881842663512e-05	3.491839379421435e-05	2.3305241484194994e-05	0.0001899637427413836	7.822966836101841e-06	3.2664122500136727e-06
AKR1A1	0.00028134603053331375	0.0004959077341482043	0.0004945394466631114	0.00033249417901970446	0.00039269516128115356	0.0005189356743358076	0.0008392877061851323	0.0011942173587158322	0.00048248181701637805	0.0003994189319200814	0.0005796033074147999	0.0004609551979228854	0.000672888767439872	0.0002417487557977438	0.0014043232658877969
AKR7A3	6.759854841220658e-06	7.7767253969796e-06	2.17985916606267e-06	1.3841901136402157e-07	4.049559549912374e-07	1.3516671060642693e-05	2.766401792086981e-07	1.0443674227644806e-06	5.067754045740003e-06	1.6575097561144503e-06	8.045885238061601e-07	2.1367574731812056e-07	0.0022219691891223192	3.897866633906233e-07	2.309338924533222e-07
ALCAM	8.463664562441409e-05	6.146153464214876e-05	3.144846050417982e-05	4.075712422491051e-05	3.8711361412424594e-05	2.5154769900836982e-05	0.00011569105845410377	0.0003765494911931455	5.4458163504023105e-05	2.8732307328027673e-05	0.00014544824080076069	0.00019319354032631963	0.002034595003351569	2.361876795475837e-05	0.0001451773860026151
ALDH1A1	0.000515277439262718	0.000276506703812629	1.853203002610826e-06	0.0004905144451186061	1.1031397662009113e-05	1.1573707752177143e-06	0.0005389719735831022	0.00034076449810527265	2.920633505709702e-06	3.962234404752962e-05	1.0392354852228891e-05	0.00040382478618994355	6.072709766158368e-07	1.0493030458746944e-05	1.4593770174542442e-06
ALDH2	0.00017388243577443063	0.00015026370238047093	1.2525617876235629e-06	0.0003929650119971484	1.6646919220875134e-06	0.0001574558118591085	0.0004191773768980056	0.0010253029176965356	4.330925548856612e-06	1.593450542713981e-05	9.72044508671388e-05	0.0019777792040258646	0.00023434370814356953	0.0002521186543162912	0.00020411396690178663
ALDOA	0.00022281576821114868	0.00038528168806806207	0.001086620963178575	0.0007685062009841204	0.0006314520724117756	0.0026118189562112093	0.00025940965861082077	0.0011917330557480454	0.0008738173637539148	0.0009156772284768522	0.0003910879313480109	0.00035479344660416245	0.0007025398081168532	0.0001748932700138539	0.00036316615296527743
ALG5	0.0002131723304046318	0.00022071749845054	0.00041722905007191	0.00022727021132595837	0.0004982046084478498	0.00031403309549205005	0.000403655314585194	0.000255948951235041	0.0004609823226928711	0.00018215778982266784	0.0002734712033998221	0.00019295346282888204	0.0005288770189508796	0.0002737410250119865	0.0014730696566402912
ALOX15B	1.188170335808536e-05	9.171799320029095e-05	4.428078881346664e-08	9.073029332284932e-07	1.207162767968839e-06	2.328411483176751e-06	5.573575435846578e-06	2.1740612282883376e-05	5.0798548727470916e-06	1.0418050067073636e-07	1.5240599395838217e-06	2.6791431082529016e-05	0.0007126684067770839	2.2713473413205065e-07	2.3526335724000091e-07
ALOX5	2.825965452757373e-07	9.974555723601952e-07	1.3316918057171279e-06	1.1460962241471861e-06	2.083509343719925e-06	4.992804406356299e-06	0.0010275356471538544	0.0011818893253803253	2.7489333660923876e-05	0.00010646893497323617	0.001321246032603085	0.005058928858488798	1.7924759958987124e-05	6.898161245771917e-06	4.854626240557991e-05
ALS2	0.00023780966876074672	0.00013004578067921102	7.482664659619331e-05	0.00016212815535254776	0.00025684075080789626	5.646170029649511e-05	0.0004402321937959641	0.00011563763109734282	9.946566569851711e-05	0.00030872266506776214	6.294210470514372e-05	0.0003790664195548743	0.0001386670774081722	0.0002107610198436305	3.234391988371499e-05
AMHR2	6.741168334656322e-08	3.640926493631014e-08	1.4221048161289218e-07	1.8635721232840297e-07	1.2782655289811373e-07	4.02663857812513e-08	4.1018083720700815e-06	5.287839499601432e-08	2.6957264864790886e-08	0.0012068897485733032	2.09869403988705e-06	1.7363278459470166e-07	5.378681944279151e-09	4.1816452522880354e-08	2.4280134880427795e-07
AMOTL2	0.0008328804979100823	0.00040627081762067974	3.987158834206639e-07	0.0006241707014851272	3.106666781604872e-07	2.158690767828375e-05	1.1626735840764013e-06	1.4808725836701342e-06	2.2383461839581287e-07	2.8961036150576547e-05	2.3543516363133676e-06	3.894053406838793e-06	0.00019378175784368068	0.000357306853402406	1.3177343589632073e-06
ANAPC16	0.0001452699798392132	0.00026769048417918384	0.0016670908080413938	0.0008277013548649848	0.0011810522992163897	0.0013476706808432937	0.0006564609939232469	0.00037530079134739935	0.0016117377672344446	0.0003546220832504332	0.0011435714550316334	0.0002531188656575978	0.0008502207929268479	0.00033260887721553445	0.0006048513459973037
ANGPT1	0.0007243072031997144	1.6305120880133472e-05	2.1738451323471963e-06	0.0015138157177716494	3.615065679696272e-06	1.2172761671536136e-05	4.70395525553613e-06	1.7465594055465772e-06	1.551137387423296e-07	2.6704323317972012e-05	6.619536634389078e-07	1.517767032055417e-05	8.264309144578874e-06	2.167132322483667e-07	9.282425708079245e-06
ANGPT2	0.0010326841147616506	1.854392166933394e-06	4.028366674901918e-06	0.00038226935430429876	2.3735938157187775e-06	1.3077041103315423e-06	2.4791548639768735e-05	2.647416977197281e-06	7.179934527812293e-06	3.0126159344945336e-06	6.192240562086226e-06	2.5114553864113986e-05	1.8891918216468184e-06	0.0006530965911224484	4.392858500068542e-06
ANGPTL2	0.0008274901774711907	0.0013399154413491488	2.31977219300461e-06	7.512896991102025e-05	8.66049560954707e-07	1.6391038570873206e-06	1.4865020148135955e-06	5.052511369285639e-07	1.0138874131371267e-06	3.1177696655504405e-06	7.440231684086029e-07	1.9699962194863474e-06	1.051172489496821e-06	0.00045568475616164505	7.628957519045798e-06
ANKH	0.00022019445896148682	0.0010039976332336664	0.000261342094745487	1.683386835793499e-05	0.00031217269133776426	2.681523073988501e-05	1.2075216545781586e-05	0.0004407659871503711	0.0004335058620199561	5.482678534463048e-05	0.0001377767912345007	5.519175101653673e-05	1.6405361748184077e-05	0.00022369193902704865	0.00011262625775998458
ANKRD13A	0.0001424638758180663	0.00018545208149589598	0.00029689836082980037	6.453581590903923e-05	0.0003745890862774104	6.43503008177504e-05	0.00015046028420329094	0.00017078060773201287	0.0005431841127574444	0.00011600941797951236	0.0008158253622241318	0.00023395236348733306	0.00010522733646212146	0.00014627822383772582	0.00018833708600141108
ANKRD22	1.344654947388335e-07	6.254521736082097e-07	3.3781736419769004e-05	1.4398135306237236e-07	9.380332244290912e-07	3.6589534602171625e-07	2.927202331193257e-06	0.0007529587019234896	7.357942195085343e-06	2.7661740205076057e-06	7.2887178248493e-06	9.913942631101236e-05	1.5403922589030117e-05	3.352258488575899e-07	2.534093539452442e-07
ANKRD27	9.395333472639322e-05	0.00017246470088139176	0.00023077306104823947	0.00020535217481665313	0.0007409682730212808	5.0768292567227036e-05	0.00020388704433571547	6.818207475589588e-05	0.0002767624973785132	0.00012772415357176214	0.00019610118761193007	0.00034815416438505054	0.00017146271420642734	0.00013288033369462937	8.985328167909756e-05
ANKRD28	0.00032918175566010177	0.00047593677300028503	0.0002472647465765476	6.501481402665377e-05	0.0006428351625800133	5.4761294450145215e-05	0.00045771387522108853	8.294838335132226e-05	0.00010010902769863605	0.0002336318721063435	0.0001205452426802367	0.00030067507759667933	0.00022233366325963289	0.00042631325777620077	0.0011173044331371784
ANKRD29	0.0001794514391804114	5.612111181108048e-06	2.023227096970004e-07	0.000390469329431653	2.9553163471973676e-07	1.2191339919809252e-06	7.022146064628032e-07	3.3479103876743466e-05	2.2830001853435533e-06	2.9938798888906604e-06	7.058901587697619e-07	1.3644263162859716e-05	1.148181672760984e-05	0.0005978234112262726	3.3772712413338013e-06
ANKRD30A	2.1452588043757714e-06	3.6080095355828234e-08	6.13184681697021e-07	1.2606248844804213e-07	6.026450591889443e-07	6.094392688282824e-07	2.3720143360606016e-07	5.3417171130831775e-08	1.0942141670966521e-05	8.186395461962093e-06	1.6914844991333666e-06	3.313303750474006e-05	0.001294357469305396	2.5159029064525384e-06	2.446411997425457e-07
ANKRD50	0.00022607391292694956	9.668348502600566e-05	5.144956503499998e-06	6.913251854712144e-05	2.034485532931285e-06	6.195947935339063e-05	9.960130228137132e-06	2.6730347599368542e-05	3.6446988360694377e-06	1.5493566024815664e-05	2.547780582062842e-07	7.950860162964091e-05	0.0022097891196608543	0.00018829973123501986	1.1185719586137566e-06
ANLN	1.1237809758313233e-06	1.1513446906974423e-06	7.879816052991373e-07	5.725433425141091e-07	3.342618981605483e-07	2.874497795346542e-07	3.786871047850582e-07	1.0643772839102894e-05	1.0918062542941698e-07	0.0022052915301173925	4.591738047565741e-07	2.7578150252338673e-07	6.628800264252277e-08	5.810493917124404e-07	2.904197344832937e-07
ANO1	0.0016201253747567534	0.0001696324470685795	8.315895456689759e-07	0.0006057178252376616	8.417526942139375e-07	6.081576430005953e-06	2.106731017192942e-06	2.2148179823489045e-07	3.0559468200408446e-07	4.071417606610339e-06	2.726362026805873e-06	1.788552140169486e-06	6.755989306839183e-05	2.6868267468671547e-06	4.235175310896011e-06
ANP32B	0.0001262195874005556	0.00018464619643054903	0.0011263432679697871	0.0006139374454505742	0.0006861484725959599	0.0011810284340754151	0.00035279037547297776	0.0003594964218791574	0.0015426257159560919	0.001273919129744172	0.0007487226976081729	0.00036567248753271997	0.00031176445190794766	0.00023998090182431042	0.00031981070060282946
ANP32E	0.0001389146054862067	0.00011563170119188726	0.0006180261261761189	0.00029433416784740984	0.000448650389444083	0.00031597825000062585	7.641537376912311e-05	0.00014556458336301148	0.0005492165801115334	0.0012096140999346972	0.000294879253488034	8.82254826137796e-05	6.359100370900705e-05	9.491469972999766e-05	0.0001864390360424295
